response_id,duration_in_seconds,finished,recorded_date,location_latitude,location_longitude,distribution_channel,user_language,consent_age,consent,age,gender,rv_screen,race,education,income,party_id,pid_lean,x2020_vote,need_for_cognition_1,need_for_cognition_2,need_for_cognition_3,x2024_horserace,x2024_horserace_7_text,x2024_horserace_push,x2024_horserace_push_6_text,favorabilities_1,favorabilities_2,favorabilities_3,favorabilities_4,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,ideology_6,ideology_7,social_support_1,social_support_2,social_support_3,social_support_4,social_support_5,social_support_6,social_support_7,econ_support_1,econ_support_2,econ_support_3,econ_support_4,econ_support_5,econ_support_6,econ_support_7,econ_support_8,econ_support_9,econ_support_10,foreign_support_1,foreign_support_2,foreign_support_3,foreign_support_4,foreign_support_5,foreign_support_6,foreign_support_7,foreign_support_8,social_party_support_1,social_party_support_2,social_party_support_3,social_party_support_4,social_party_support_5,social_party_support_6,social_party_support_7,econ_party_support_1,econ_party_support_2,econ_party_support_3,econ_party_support_4,econ_party_support_5,econ_party_support_6,econ_party_support_7,econ_party_support_8,econ_party_support_9,econ_party_support_10,foreign_party_suppor_1,foreign_party_suppor_2,foreign_party_suppor_3,foreign_party_suppor_4,foreign_party_suppor_5,foreign_party_suppor_6,foreign_party_suppor_7,foreign_party_suppor_8,senate_control,house_control,scotus_control,scotus_appointments,gerrymandering_def,ec_mechanics,amendment_mechanics,filibuster,scotus_bias,money_vs_ideology,npv,threat_max_diff_1,threat_max_diff_2,reform_max_diff_1,reform_max_diff_2,prolific_pid,study_id,session_id,reform_statement1,reform_statement2,reform_statement3,reform_statement4,threat_statement1,threat_statement2,threat_statement3,threat_statement4,q_straightlining_count,q_straightlining_percentage,q_straightlining_questions
4432,383,1,2024-10-07,46,-123,anonymous,EN,1,2,2,3,1,1,3,5,3,1,1,3,5,4,1,NA,NA,NA,4,4,2,2,5,1,1,2,3,4,3,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,4,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,3,1,5,NA,NA,NA,NA,NA,4,NA,NA,NA,1,2,2,1,2,1,1,1,1,4,2,2,1,1,2,2,2,66acddf0a59cc482b601b200,6704414f026babc0c70b4c16,67047500d4fc30a5435ae315,"We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.","Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.",Partisanship,Economic inequality,Voter ID laws,Election fraud,0,0,NA
4433,548,1,2024-10-07,32,-90,anonymous,EN,1,2,4,3,1,1,4,1,1,NA,1,3,5,4,1,NA,NA,NA,4,4,3,2,4,1,1,1,5,4,5,1,NA,1,NA,NA,1,NA,NA,3,NA,2,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,2,1,NA,1,NA,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,1,NA,2,4,4,2,1,1,1,1,3,1,2,1,2,2,2,2,664e2c02edf41c6338092b54,6704414f026babc0c70b4c16,67047444da3032b00e589ff7,"The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.","We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.","We need to switch to a ranked-choice voting system, where voters rank candidates in their order of preference. If no candidate has a majority of the votes in the first round, the candidate with the fewest votes has their votes reallocated to their supporters’ second choices, continuing until one candidate wins a majority. This eliminates the problem where third parties act as “spoilers” and lets voters better express their views.",Lack of patriotism,Gerrymandering,Our democracy is not really under threat,Having only two political parties,4,0.4444444444444444,"QID50,QID52,QID54,QID55"
4434,751,1,2024-10-07,42,-73,anonymous,EN,1,2,4,2,1,1,4,4,3,2,2,3,4,4,2,NA,NA,NA,2,2,4,4,1,1,1,1,5,5,5,NA,NA,3,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,5,NA,1,NA,NA,NA,2,NA,5,NA,2,NA,5,NA,NA,NA,NA,NA,1,5,NA,NA,3,NA,NA,5,NA,5,NA,4,1,2,2,4,1,4,4,1,3,1,1,2,2,2,65a5418510f8dd6605fd790d,6704414f026babc0c70b4c16,67047390d65c01f3a3b6d7ec,"We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.",Left-wing extremism,Extremism from both sides equally,Having only two political parties,Election fraud,0,0,NA
4435,550,1,2024-10-07,41,-74,anonymous,EN,1,2,2,2,1,4,5,6,3,3,1,4,2,4,1,NA,NA,NA,4,4,2,2,3,2,1,1,4,5,5,2,4,NA,NA,1,NA,NA,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,4,NA,NA,1,2,NA,NA,2,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,NA,NA,2,1,2,1,1,2,4,4,1,1,3,2,2,1,2,65cc29fcdfeb09215a6c5310,66da270a6acf8cbd58dc85fe,670474756a27fa2583d141c7,"The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.","Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.",Economic inequality,Voter ignorance of how our government works,Conservative judges,Attempts to overturn elections,0,0,NA
4436,90,1,2024-10-07,39,-121,anonymous,EN,1,2,2,2,4,1,3,2,3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663804db4a6604d0e14fdb17,66da270a6acf8cbd58dc85fe,6704763748d0ecd43e2dcd94,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
4437,446,1,2024-10-07,33,-117,anonymous,EN,1,2,4,1,1,1,6,6,1,NA,1,2,5,4,1,NA,NA,NA,4,4,1,1,5,1,1,2,4,4,4,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,4,NA,NA,3,NA,NA,1,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,4,NA,NA,4,NA,NA,1,1,NA,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,6152305042a5020fd676cae3,6704414f026babc0c70b4c16,670474c996e5c598ad1dfbdb,"In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.","These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.","We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.",Left-wing extremism,Our democracy is not really under threat,Voter ID laws,Right-wing extremism,0,0,NA
4438,479,1,2024-10-07,44,-84,anonymous,EN,1,2,2,1,1,1,2,2,2,NA,2,1,5,4,2,NA,NA,NA,1,1,4,4,1,2,1,3,5,5,5,4,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,5,NA,NA,1,NA,1,NA,4,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,5,NA,NA,1,NA,2,NA,1,NA,4,4,1,2,1,2,1,4,1,2,2,1,2,1,1,66a5d33940941b0b4564b2f3,66da270a6acf8cbd58dc85fe,670474d491cd480d92ac9124,The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.","We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.",Voter ID laws,The Electoral College,Gerrymandering,Election fraud,0,0,NA
4439,410,1,2024-10-07,42,-88,anonymous,EN,1,2,2,3,1,1,4,1,1,NA,1,1,5,4,1,NA,NA,NA,4,5,2,5,5,1,7,1,4,4,4,NA,4,NA,NA,5,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,1,NA,5,1,NA,NA,1,NA,NA,NA,2,NA,NA,3,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,1,NA,3,1,NA,NA,1,NA,NA,4,4,2,2,1,1,1,4,2,2,1,2,2,1,1,5bd213b594403600013e37d9,66da270a6acf8cbd58dc85fe,6704751be16274a643234d3e,"As a country, we need to lower the temperature on both sides. Rhetoric painting the other side as a threat to our country or democracy is fanning the flames of division — and all too often, fueling political violence.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.",Attempts to overturn elections,Economic inequality,Left-wing extremism,Voter ID laws,0,0,NA
4440,551,1,2024-10-07,45,-90,anonymous,EN,1,2,2,2,1,1,2,1,3,3,1,4,3,4,1,NA,NA,NA,4,4,2,2,5,1,1,1,3,4,3,1,NA,NA,1,NA,1,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,4,NA,1,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,1,NA,2,1,2,2,1,1,2,4,2,2,3,1,1,2,1,5b2824d771f2040001ad5355,66da270a6acf8cbd58dc85fe,6704749a00c633c91ea9a3dd,"It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.",Conservative judges,Immigration bringing in new voters who don’t share American values,Right-wing extremism,Voter ID laws,2,0.2222222222222222,"QID50,QID52"
4441,450,1,2024-10-07,34,-84,anonymous,EN,1,2,1,2,1,2,3,1,1,NA,5,3,4,4,1,NA,NA,NA,4,5,2,5,7,7,7,7,7,7,7,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,4,NA,4,NA,NA,NA,4,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,4,4,1,4,4,3,3,1,1,2,1,1,66f4547fa4c5ab80aae653cb,66da270a6acf8cbd58dc85fe,670475077b8d9e41198d7d7b,"As a country, we need to lower the temperature on both sides. Rhetoric painting the other side as a threat to our country or democracy is fanning the flames of division — and all too often, fueling political violence.","We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.",Influence of wealthy donors,Lack of patriotism,Right-wing extremism,Conservative judges,6,0.6666666666666666,"QID52,QID56,QID19,QID54,QID51,QID55"
4442,651,1,2024-10-07,31,-90,anonymous,EN,1,2,5,1,1,1,4,3,2,NA,2,2,5,4,2,NA,NA,NA,1,1,4,4,1,1,1,1,5,5,5,NA,4,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,1,NA,1,NA,NA,NA,4,3,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,4,2,NA,2,NA,NA,NA,1,4,NA,2,2,1,1,1,2,1,4,1,1,2,2,1,2,2,64572f8d127293d227cca2b5,6704414f026babc0c70b4c16,6704743886914b87f7bf3d34,"We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.","We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.",The Electoral College,Lack of patriotism,Election fraud,Attempts to overturn elections,0,0,NA
4443,474,1,2024-10-07,36,-87,anonymous,EN,1,2,5,2,1,1,5,2,3,2,2,2,4,4,2,NA,NA,NA,2,1,4,4,3,3,2,3,5,5,5,2,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,4,NA,4,NA,2,NA,4,NA,1,NA,NA,4,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,NA,3,NA,4,NA,NA,1,NA,1,2,2,1,1,1,1,1,1,4,2,2,1,2,1,63841b0a77166c22d8b325f5,6704414f026babc0c70b4c16,670474cadf35a8261f087742,"We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.","These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",Voter ID laws,Extremism from both sides equally,Voter ignorance of how our government works,Economic inequality,0,0,NA
